Month,Globex,Open OutCry,Clear Port,Total Volume,Block Trades,EFP,EFR,EFS,TAS,Deliveries,At Close,Change,Trade Day
APR 20,"35,106",0,"3,650","38,756",257,"3,393",0,0,"6,547",0.0,"34,208","-10,853",20200323
MAY 20,"84,278",0,"2,606","86,884","1,418",750,0,0,"5,797",0.0,"115,435","10,787",20200323
JUN 20,"44,246",0,"1,203","45,449","1,203",0,0,0,491,0.0,"46,849",899,20200323
JUL 20,"29,604",0,256,"29,860",256,0,0,0,289,0.0,"29,214",126,20200323
AUG 20,"17,988",0,100,"18,088",100,0,0,0,179,0.0,"18,158",491,20200323
SEP 20,"19,120",0,615,"19,735",615,0,0,0,72,0.0,"30,270",906,20200323
OCT 20,"11,292",0,600,"11,892",600,0,0,0,1,0.0,"16,462",-853,20200323
NOV 20,"8,071",0,600,"8,671",600,0,0,0,0,0.0,"16,784",-544,20200323
DEC 20,"12,932",0,947,"13,879",947,0,0,0,0,0.0,"34,168","2,440",20200323
JAN 21,"3,963",0,600,"4,563",600,0,0,0,0,0.0,"4,103",137,20200323
FEB 21,"2,025",0,0,"2,025",0,0,0,0,0,0.0,"1,837",363,20200323
MAR 21,"2,038",0,0,"2,038",0,0,0,0,0,0.0,"4,325",606,20200323
APR 21,"1,085",0,0,"1,085",0,0,0,0,0,0.0,"2,840",42,20200323
MAY 21,375,0,0,375,0,0,0,0,0,0.0,821,-2,20200323
JUN 21,"3,090",0,400,"3,490",400,0,0,0,0,0.0,"9,408","2,044",20200323
JUL 21,165,0,0,165,0,0,0,0,0,0.0,321,79,20200323
AUG 21,49,0,0,49,0,0,0,0,0,0.0,192,17,20200323
SEP 21,137,0,0,137,0,0,0,0,0,0.0,439,103,20200323
OCT 21,17,0,0,17,0,0,0,0,0,0.0,215,-9,20200323
NOV 21,0,0,0,0,0,0,0,0,0,0.0,180,0,20200323
DEC 21,799,0,0,799,0,0,0,0,0,0.0,"3,966",455,20200323
JAN 22,0,0,0,0,0,0,0,0,0,0.0,233,0,20200323
FEB 22,0,0,0,0,0,0,0,0,0,0.0,7,0,20200323
MAR 22,0,0,0,0,0,0,0,0,0,0.0,5,0,20200323
APR 22,0,0,0,0,0,0,0,0,0,0.0,11,0,20200323
MAY 22,0,0,0,0,0,0,0,0,0,0.0,3,0,20200323
JUN 22,0,0,0,0,0,0,0,0,0,0.0,51,0,20200323
JUL 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200323
AUG 22,0,0,0,0,0,0,0,0,0,0.0,2,0,20200323
SEP 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200323
OCT 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200323
NOV 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200323
DEC 22,0,0,0,0,0,0,0,0,0,0.0,2,0,20200323
JAN 23,0,0,0,0,0,0,0,0,0,0.0,5,0,20200323
APR 20,"26,098",0,"4,618","30,716",463,"4,155",0,0,"8,339",0.0,"27,405","-6,671",20200324
MAY 20,"87,647",0,"1,910","89,557",627,"1,210",0,0,"11,090",0.0,"115,965",-202,20200324
JUN 20,"45,488",0,137,"45,625",137,0,0,0,"2,194",0.0,"48,877","2,028",20200324
JUL 20,"30,055",0,950,"31,005",950,0,0,0,304,0.0,"30,076",854,20200324
AUG 20,"20,467",0,200,"20,667",200,0,0,0,240,0.0,"19,247","1,078",20200324
SEP 20,"22,632",0,"1,196","23,828","1,146",50,0,0,10,0.0,"30,963",569,20200324
OCT 20,"16,571",0,966,"17,537",966,0,0,0,1,0.0,"17,882","1,420",20200324
NOV 20,"8,974",0,20,"8,994",20,0,0,0,0,0.0,"16,805",21,20200324
DEC 20,"13,503",0,20,"13,523",20,0,0,0,0,0.0,"34,384",209,20200324
JAN 21,"2,795",0,20,"2,815",20,0,0,0,0,0.0,"5,018",915,20200324
FEB 21,588,0,20,608,20,0,0,0,0,0.0,"1,869",32,20200324
MAR 21,403,0,20,423,20,0,0,0,0,0.0,"4,442",117,20200324
APR 21,"1,129",0,25,"1,154",25,0,0,0,0,0.0,"3,164",324,20200324
MAY 21,936,0,25,961,25,0,0,0,0,0.0,887,66,20200324
JUN 21,"2,014",0,25,"2,039",25,0,0,0,0,0.0,"10,037",629,20200324
JUL 21,161,0,25,186,25,0,0,0,0,0.0,356,35,20200324
AUG 21,108,0,25,133,25,0,0,0,0,0.0,216,24,20200324
SEP 21,176,0,25,201,25,0,0,0,0,0.0,546,107,20200324
OCT 21,17,0,0,17,0,0,0,0,0,0.0,207,-8,20200324
NOV 21,15,0,0,15,0,0,0,0,0,0.0,176,-4,20200324
DEC 21,"1,007",0,0,"1,007",0,0,0,0,0,0.0,"4,415",449,20200324
JAN 22,0,0,0,0,0,0,0,0,0,0.0,233,0,20200324
FEB 22,0,0,0,0,0,0,0,0,0,0.0,7,0,20200324
MAR 22,0,0,0,0,0,0,0,0,0,0.0,5,0,20200324
APR 22,0,0,0,0,0,0,0,0,0,0.0,11,0,20200324
MAY 22,0,0,0,0,0,0,0,0,0,0.0,3,0,20200324
JUN 22,63,0,0,63,0,0,0,0,0,0.0,76,25,20200324
JUL 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200324
AUG 22,0,0,0,0,0,0,0,0,0,0.0,2,0,20200324
SEP 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200324
OCT 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200324
NOV 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200324
DEC 22,0,0,0,0,0,0,0,0,0,0.0,2,0,20200324
JAN 23,0,0,0,0,0,0,0,0,0,0.0,5,0,20200324
APR 20,"20,957",0,"4,297","25,254",0,"4,297",0,0,"6,782",0.0,"18,250","-8,815",20200325
MAY 20,"76,351",0,"2,066","78,417",578,"1,488",0,0,"7,436",0.0,"114,622",218,20200325
JUN 20,"41,987",0,258,"42,245",258,0,0,0,"1,621",0.0,"48,416",-377,20200325
JUL 20,"27,541",0,275,"27,816",275,0,0,0,606,0.0,"30,300",230,20200325
AUG 20,"15,635",0,165,"15,800",165,0,0,0,225,0.0,"18,911",-336,20200325
SEP 20,"14,655",0,75,"14,730",0,75,0,0,217,0.0,"30,480",-477,20200325
OCT 20,"6,843",0,0,"6,843",0,0,0,0,0,0.0,"17,654",-228,20200325
NOV 20,"5,158",0,0,"5,158",0,0,0,0,0,0.0,"16,671",-134,20200325
DEC 20,"8,690",0,50,"8,740",50,0,0,0,0,0.0,"35,391","1,007",20200325
JAN 21,"1,071",0,0,"1,071",0,0,0,0,0,0.0,"5,074",56,20200325
FEB 21,394,0,0,394,0,0,0,0,0,0.0,"1,766",-103,20200325
MAR 21,763,0,0,763,0,0,0,0,0,0.0,"4,214",-228,20200325
APR 21,341,0,0,341,0,0,0,0,0,0.0,"3,183",19,20200325
MAY 21,189,0,0,189,0,0,0,0,0,0.0,867,-20,20200325
JUN 21,614,0,0,614,0,0,0,0,0,0.0,"10,201",164,20200325
JUL 21,171,0,0,171,0,0,0,0,0,0.0,345,-11,20200325
AUG 21,94,0,0,94,0,0,0,0,0,0.0,231,15,20200325
SEP 21,89,0,0,89,0,0,0,0,0,0.0,562,16,20200325
OCT 21,113,0,0,113,0,0,0,0,0,0.0,217,10,20200325
NOV 21,68,0,0,68,0,0,0,0,0,0.0,178,2,20200325
DEC 21,302,0,150,452,150,0,0,0,0,0.0,"4,713",298,20200325
JAN 22,2,0,0,2,0,0,0,0,0,0.0,233,0,20200325
FEB 22,0,0,0,0,0,0,0,0,0,0.0,7,0,20200325
MAR 22,0,0,0,0,0,0,0,0,0,0.0,5,0,20200325
APR 22,0,0,0,0,0,0,0,0,0,0.0,11,0,20200325
MAY 22,0,0,0,0,0,0,0,0,0,0.0,3,0,20200325
JUN 22,1,0,0,1,0,0,0,0,0,0.0,76,0,20200325
JUL 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200325
AUG 22,0,0,0,0,0,0,0,0,0,0.0,2,0,20200325
SEP 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200325
OCT 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200325
NOV 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200325
DEC 22,0,0,0,0,0,0,0,0,0,0.0,2,0,20200325
JAN 23,0,0,0,0,0,0,0,0,0,0.0,5,0,20200325
APR 20,"14,366",0,"4,010","18,376",0,"3,985",0,0,"5,582",0.0,"13,206","-5,004",20200326
MAY 20,"60,674",0,"1,840","62,514",88,"1,752",0,0,"6,957",0.0,"115,382",787,20200326
JUN 20,"33,562",0,122,"33,684",122,0,0,0,"1,344",0.0,"49,854","1,718",20200326
JUL 20,"22,938",0,115,"23,053",115,0,0,0,422,0.0,"30,396",96,20200326
AUG 20,"13,727",0,116,"13,843",115,1,0,0,201,0.0,"19,109",198,20200326
SEP 20,"12,281",0,66,"12,347",65,1,0,0,79,0.0,"30,275",-205,20200326
OCT 20,"8,824",0,15,"8,839",15,0,0,0,0,0.0,"17,927",272,20200326
NOV 20,"5,433",0,15,"5,448",15,0,0,0,0,0.0,"16,919",248,20200326
DEC 20,"11,530",0,15,"11,545",15,0,0,0,0,0.0,"35,571",180,20200326
JAN 21,"2,361",0,0,"2,361",0,0,0,0,0,0.0,"5,807",733,20200326
FEB 21,"1,056",0,0,"1,056",0,0,0,0,0,0.0,"1,724",-42,20200326
MAR 21,"1,729",0,0,"1,729",0,0,0,0,0,0.0,"4,528",314,20200326
APR 21,"1,495",0,0,"1,495",0,0,0,0,0,0.0,"3,344",161,20200326
MAY 21,"1,121",0,0,"1,121",0,0,0,0,0,0.0,"1,106",239,20200326
JUN 21,"1,985",0,0,"1,985",0,0,0,0,0,0.0,"10,541",340,20200326
JUL 21,203,0,15,218,15,0,0,0,0,0.0,449,104,20200326
AUG 21,99,0,15,114,15,0,0,0,0,0.0,289,58,20200326
SEP 21,87,0,15,102,15,0,0,0,0,0.0,587,25,20200326
OCT 21,68,0,15,83,15,0,0,0,0,0.0,203,-14,20200326
NOV 21,5,0,15,20,15,0,0,0,0,0.0,190,12,20200326
DEC 21,686,0,15,701,15,0,0,0,0,0.0,"4,913",200,20200326
JAN 22,13,0,0,13,0,0,0,0,0,0.0,233,0,20200326
FEB 22,1,0,0,1,0,0,0,0,0,0.0,8,1,20200326
MAR 22,1,0,0,1,0,0,0,0,0,0.0,6,1,20200326
APR 22,0,0,0,0,0,0,0,0,0,0.0,11,0,20200326
MAY 22,0,0,0,0,0,0,0,0,0,0.0,3,0,20200326
JUN 22,28,0,0,28,0,0,0,0,0,0.0,101,25,20200326
JUL 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200326
AUG 22,0,0,0,0,0,0,0,0,0,0.0,2,0,20200326
SEP 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200326
OCT 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200326
NOV 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200326
DEC 22,0,0,0,0,0,0,0,0,0,0.0,2,0,20200326
JAN 23,0,0,0,0,0,0,0,0,0,0.0,5,0,20200326
APR 20,"12,060",0,"3,222","15,282",0,"3,222",0,0,"4,523",0.0,"8,983","-3,973",20200327
MAY 20,"59,119",0,"2,900","62,019","1,083","1,817",0,0,"7,579",0.0,"112,516","-2,863",20200327
JUN 20,"34,590",0,811,"35,401",761,50,0,0,"1,846",0.0,"51,620","1,669",20200327
JUL 20,"20,012",0,0,"20,012",0,0,0,0,599,0.0,"31,558","1,316",20200327
AUG 20,"9,508",0,0,"9,508",0,0,0,0,290,0.0,"19,099",-1,20200327
SEP 20,"13,647",0,298,"13,945",298,0,0,0,160,0.0,"29,262","-1,010",20200327
OCT 20,"8,429",0,200,"8,629",200,0,0,0,0,0.0,"17,694",-233,20200327
NOV 20,"5,582",0,0,"5,582",0,0,0,0,0,0.0,"16,487",-432,20200327
DEC 20,"13,425",0,0,"13,425",0,0,0,0,0,0.0,"37,099","1,378",20200327
JAN 21,"2,145",0,0,"2,145",0,0,0,0,0,0.0,"6,197",390,20200327
FEB 21,"1,041",0,0,"1,041",0,0,0,0,0,0.0,"1,958",234,20200327
MAR 21,"1,180",0,0,"1,180",0,0,0,0,0,0.0,"4,872",344,20200327
APR 21,346,0,0,346,0,0,0,0,0,0.0,"3,459",115,20200327
MAY 21,97,0,0,97,0,0,0,0,0,0.0,"1,100",-6,20200327
JUN 21,715,0,0,715,0,0,0,0,0,0.0,"10,929",149,20200327
JUL 21,70,0,0,70,0,0,0,0,0,0.0,473,24,20200327
AUG 21,23,0,0,23,0,0,0,0,0,0.0,310,21,20200327
SEP 21,104,0,0,104,0,0,0,0,0,0.0,637,50,20200327
OCT 21,70,0,0,70,0,0,0,0,0,0.0,208,5,20200327
NOV 21,90,0,0,90,0,0,0,0,0,0.0,184,-6,20200327
DEC 21,"1,350",0,50,"1,400",50,0,0,0,0,0.0,"5,435",522,20200327
JAN 22,0,0,0,0,0,0,0,0,0,0.0,233,0,20200327
FEB 22,0,0,0,0,0,0,0,0,0,0.0,8,0,20200327
MAR 22,0,0,0,0,0,0,0,0,0,0.0,6,0,20200327
APR 22,0,0,0,0,0,0,0,0,0,0.0,11,0,20200327
MAY 22,0,0,0,0,0,0,0,0,0,0.0,3,0,20200327
JUN 22,50,0,0,50,0,0,0,0,0,0.0,151,50,20200327
JUL 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200327
AUG 22,0,0,0,0,0,0,0,0,0,0.0,2,0,20200327
SEP 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200327
OCT 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200327
NOV 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200327
DEC 22,0,0,0,0,0,0,0,0,0,0.0,2,0,20200327
JAN 23,0,0,0,0,0,0,0,0,0,0.0,5,0,20200327
APR 20,"10,414",0,"1,307","11,721",0,"1,307",0,0,"4,362",0.0,"3,490","-5,493",20200330
MAY 20,"60,218",0,"3,025","63,243","1,227","1,798",0,0,"6,340",0.0,"112,774","1,802",20200330
JUN 20,"38,908",0,475,"39,383",375,50,0,0,"1,233",0.0,"54,794","3,175",20200330
JUL 20,"22,141",0,25,"22,166",25,0,0,0,727,0.0,"34,286","1,812",20200330
AUG 20,"10,208",0,0,"10,208",0,0,0,0,153,0.0,"19,114",178,20200330
SEP 20,"11,932",0,239,"12,171",239,0,0,0,67,0.0,"29,715",320,20200330
OCT 20,"9,049",0,225,"9,274",225,0,0,0,0,0.0,"18,037",458,20200330
NOV 20,"5,548",0,0,"5,548",0,0,0,0,0,0.0,"16,381",-106,20200330
DEC 20,"8,159",0,0,"8,159",0,0,0,0,0,0.0,"36,772",-333,20200330
JAN 21,"2,091",0,100,"2,191",100,0,0,0,0,0.0,"6,392",195,20200330
FEB 21,861,0,0,861,0,0,0,0,0,0.0,"2,030",72,20200330
MAR 21,"1,170",0,0,"1,170",0,0,0,0,0,0.0,"5,096",224,20200330
APR 21,524,0,0,524,0,0,0,0,0,0.0,"3,510",51,20200330
MAY 21,341,0,0,341,0,0,0,0,0,0.0,"1,120",20,20200330
JUN 21,868,0,250,"1,118",250,0,0,0,0,0.0,"11,223",293,20200330
JUL 21,61,0,0,61,0,0,0,0,0,0.0,427,-46,20200330
AUG 21,163,0,0,163,0,0,0,0,0,0.0,327,17,20200330
SEP 21,251,0,0,251,0,0,0,0,0,0.0,685,48,20200330
OCT 21,128,0,0,128,0,0,0,0,0,0.0,240,32,20200330
NOV 21,17,0,0,17,0,0,0,0,0,0.0,172,-12,20200330
DEC 21,284,0,250,534,250,0,0,0,0,0.0,"5,609",174,20200330
JAN 22,0,0,0,0,0,0,0,0,0,0.0,233,0,20200330
FEB 22,0,0,0,0,0,0,0,0,0,0.0,8,0,20200330
MAR 22,0,0,0,0,0,0,0,0,0,0.0,6,0,20200330
APR 22,0,0,0,0,0,0,0,0,0,0.0,11,0,20200330
MAY 22,30,0,0,30,0,0,0,0,0,0.0,33,30,20200330
JUN 22,0,0,0,0,0,0,0,0,0,0.0,151,0,20200330
JUL 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200330
AUG 22,0,0,0,0,0,0,0,0,0,0.0,2,0,20200330
SEP 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200330
OCT 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200330
NOV 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200330
DEC 22,0,0,0,0,0,0,0,0,0,0.0,2,0,20200330
JAN 23,0,0,0,0,0,0,0,0,0,0.0,5,0,20200330
APR 20,"2,690",0,"1,797","4,487",160,"1,637",0,0,0,0.0,639,"-2,633",20200331
MAY 20,"60,550",0,"2,800","63,350","1,240","1,560",0,0,"6,083",0.0,"108,102","-4,635",20200331
JUN 20,"37,579",0,969,"38,548",969,0,0,0,"1,585",0.0,"58,489","3,695",20200331
JUL 20,"21,220",0,50,"21,270",50,0,0,0,874,0.0,"35,413","1,126",20200331
AUG 20,"12,228",0,0,"12,228",0,0,0,0,222,0.0,"19,909",795,20200331
SEP 20,"11,547",0,181,"11,728",181,0,0,0,76,0.0,"30,084",369,20200331
OCT 20,"6,232",0,0,"6,232",0,0,0,0,0,0.0,"18,747",710,20200331
NOV 20,"3,158",0,0,"3,158",0,0,0,0,0,0.0,"16,200",-181,20200331
DEC 20,"5,409",0,275,"5,684",275,0,0,0,0,0.0,"36,983",211,20200331
JAN 21,928,0,0,928,0,0,0,0,0,0.0,"6,363",-29,20200331
FEB 21,381,0,0,381,0,0,0,0,0,0.0,"1,989",-41,20200331
MAR 21,720,0,0,720,0,0,0,0,0,0.0,"5,044",-52,20200331
APR 21,765,0,0,765,0,0,0,0,0,0.0,"3,480",-30,20200331
MAY 21,508,0,0,508,0,0,0,0,0,0.0,"1,106",-14,20200331
JUN 21,"2,151",0,601,"2,752",601,0,0,0,0,0.0,"12,526","1,303",20200331
JUL 21,36,0,0,36,0,0,0,0,0,0.0,443,16,20200331
AUG 21,25,0,0,25,0,0,0,0,0,0.0,347,20,20200331
SEP 21,2,0,0,2,0,0,0,0,0,0.0,686,1,20200331
OCT 21,22,0,0,22,0,0,0,0,0,0.0,220,-20,20200331
NOV 21,2,0,0,2,0,0,0,0,0,0.0,171,-1,20200331
DEC 21,447,0,100,547,100,0,0,0,0,0.0,"5,845",236,20200331
JAN 22,0,0,0,0,0,0,0,0,0,0.0,233,0,20200331
FEB 22,0,0,0,0,0,0,0,0,0,0.0,8,0,20200331
MAR 22,0,0,0,0,0,0,0,0,0,0.0,6,0,20200331
APR 22,0,0,0,0,0,0,0,0,0,0.0,11,0,20200331
MAY 22,0,0,0,0,0,0,0,0,0,0.0,33,0,20200331
JUN 22,0,0,0,0,0,0,0,0,0,0.0,151,0,20200331
JUL 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200331
AUG 22,0,0,0,0,0,0,0,0,0,0.0,2,0,20200331
SEP 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200331
OCT 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200331
NOV 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200331
DEC 22,0,0,0,0,0,0,0,0,0,0.0,2,0,20200331
JAN 23,0,0,0,0,0,0,0,0,0,0.0,5,0,20200331
APR 20,0,0,217,217,0,217,0,0,0,0.0,374,-215,20200401
MAY 20,"64,563",0,"4,222","68,785",135,"4,087",0,0,"5,395",0.0,"109,643","1,743",20200401
JUN 20,"48,824",0,400,"49,224",400,0,0,0,"2,192",0.0,"61,164","2,675",20200401
JUL 20,"29,207",0,200,"29,407",200,0,0,0,"1,697",0.0,"36,196",784,20200401
AUG 20,"16,946",0,0,"16,946",0,0,0,0,278,0.0,"21,155","1,246",20200401
SEP 20,"12,443",0,0,"12,443",0,0,0,0,570,0.0,"30,012",-71,20200401
OCT 20,"6,752",0,0,"6,752",0,0,0,0,147,0.0,"19,546",799,20200401
NOV 20,"3,852",0,15,"3,867",15,0,0,0,1,0.0,"16,149",-51,20200401
DEC 20,"6,083",0,115,"6,198",115,0,0,0,0,0.0,"36,498",-485,20200401
JAN 21,"1,151",0,15,"1,166",15,0,0,0,0,0.0,"6,475",112,20200401
FEB 21,581,0,0,581,0,0,0,0,0,0.0,"1,938",-51,20200401
MAR 21,586,0,0,586,0,0,0,0,0,0.0,"4,982",-62,20200401
APR 21,425,0,0,425,0,0,0,0,0,0.0,"3,511",31,20200401
MAY 21,220,0,0,220,0,0,0,0,0,0.0,"1,119",13,20200401
JUN 21,918,0,60,978,60,0,0,0,0,0.0,"12,814",288,20200401
JUL 21,22,0,0,22,0,0,0,0,0,0.0,463,20,20200401
AUG 21,0,0,0,0,0,0,0,0,0,0.0,347,0,20200401
SEP 21,1,0,0,1,0,0,0,0,0,0.0,686,0,20200401
OCT 21,25,0,0,25,0,0,0,0,0,0.0,210,-10,20200401
NOV 21,1,0,0,1,0,0,0,0,0,0.0,171,0,20200401
DEC 21,196,0,250,446,250,0,0,0,0,0.0,"5,814",-31,20200401
JAN 22,0,0,0,0,0,0,0,0,0,0.0,233,0,20200401
FEB 22,0,0,0,0,0,0,0,0,0,0.0,8,0,20200401
MAR 22,0,0,0,0,0,0,0,0,0,0.0,6,0,20200401
APR 22,0,0,0,0,0,0,0,0,0,0.0,11,0,20200401
MAY 22,0,0,0,0,0,0,0,0,0,0.0,33,0,20200401
JUN 22,0,0,0,0,0,0,0,0,0,0.0,151,0,20200401
JUL 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200401
AUG 22,0,0,0,0,0,0,0,0,0,0.0,2,0,20200401
SEP 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200401
OCT 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200401
NOV 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200401
DEC 22,0,0,0,0,0,0,0,0,0,0.0,2,0,20200401
JAN 23,0,0,0,0,0,0,0,0,0,0.0,5,0,20200401
APR 20,0,0,0,0,0,0,0,0,0,372.0,2,-372,20200402
MAY 20,"59,389",0,"2,507","61,896",139,"2,368",0,0,"4,783",0.0,"115,109","5,983",20200402
JUN 20,"47,159",0,229,"47,388",229,0,0,0,"2,281",0.0,"62,408","1,244",20200402
JUL 20,"24,386",0,471,"24,857",471,0,0,0,744,0.0,"36,171",340,20200402
AUG 20,"22,091",0,21,"22,112",21,0,0,0,"2,290",0.0,"21,330",322,20200402
SEP 20,"19,346",0,665,"20,011",665,0,0,0,364,0.0,"29,203",-809,20200402
OCT 20,"11,246",0,300,"11,546",300,0,0,0,3,0.0,"20,168",622,20200402
NOV 20,"9,977",0,595,"10,572",595,0,0,0,105,0.0,"15,817",-332,20200402
DEC 20,"16,822",0,60,"16,882",60,0,0,0,0,0.0,"32,651","-3,847",20200402
JAN 21,"3,252",0,0,"3,252",0,0,0,0,0,0.0,"6,283",-192,20200402
FEB 21,"1,507",0,0,"1,507",0,0,0,0,0,0.0,"1,927",-11,20200402
MAR 21,"2,428",0,0,"2,428",0,0,0,0,0,0.0,"5,316",334,20200402
APR 21,"2,091",0,0,"2,091",0,0,0,0,0,0.0,"3,971",460,20200402
MAY 21,"1,897",0,0,"1,897",0,0,0,0,0,0.0,"1,410",291,20200402
JUN 21,"5,028",0,398,"5,426",398,0,0,0,0,0.0,"13,259",445,20200402
JUL 21,252,0,0,252,0,0,0,0,0,0.0,548,85,20200402
AUG 21,279,0,0,279,0,0,0,0,0,0.0,386,39,20200402
SEP 21,369,0,0,369,0,0,0,0,0,0.0,846,160,20200402
OCT 21,188,0,0,188,0,0,0,0,0,0.0,332,122,20200402
NOV 21,226,0,0,226,0,0,0,0,0,0.0,332,161,20200402
DEC 21,462,0,348,810,348,0,0,0,0,0.0,"5,619",-195,20200402
JAN 22,0,0,0,0,0,0,0,0,0,0.0,233,0,20200402
FEB 22,0,0,0,0,0,0,0,0,0,0.0,8,0,20200402
MAR 22,0,0,0,0,0,0,0,0,0,0.0,6,0,20200402
APR 22,0,0,0,0,0,0,0,0,0,0.0,11,0,20200402
MAY 22,0,0,0,0,0,0,0,0,0,0.0,33,0,20200402
JUN 22,102,0,0,102,0,0,0,0,0,0.0,253,102,20200402
JUL 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200402
AUG 22,0,0,0,0,0,0,0,0,0,0.0,2,0,20200402
SEP 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200402
OCT 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200402
NOV 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200402
DEC 22,0,0,0,0,0,0,0,0,0,0.0,2,0,20200402
JAN 23,0,0,0,0,0,0,0,0,0,0.0,5,0,20200402
APR 20,0,0,0,0,0,0,0,0,0,0.0,2,0,20200403
MAY 20,"47,969",0,"2,305","50,274",745,"1,509",0,0,"9,120",0.0,"109,937","-5,169",20200403
JUN 20,"34,067",0,"1,147","35,214","1,147",0,0,0,"2,140",0.0,"60,586","-1,822",20200403
JUL 20,"24,270",0,335,"24,605",310,25,0,0,"1,991",0.0,"35,754",-52,20200403
AUG 20,"14,265",0,38,"14,303",38,0,0,0,369,0.0,"21,059",-36,20200403
SEP 20,"15,987",0,263,"16,250",213,50,0,0,"1,195",0.0,"30,089",886,20200403
OCT 20,"7,936",0,200,"8,136",200,0,0,0,19,0.0,"21,016",847,20200403
NOV 20,"5,708",0,575,"6,283",575,0,0,0,0,0.0,"16,194",377,20200403
DEC 20,"9,762",0,250,"10,012",250,0,0,0,0,0.0,"31,582","-1,073",20200403
JAN 21,"1,682",0,0,"1,682",0,0,0,0,0,0.0,"6,246",-37,20200403
FEB 21,"1,472",0,0,"1,472",0,0,0,0,0,0.0,"1,873",-54,20200403
MAR 21,"1,970",0,0,"1,970",0,0,0,0,0,0.0,"5,054",-262,20200403
APR 21,"1,982",0,25,"2,007",25,0,0,0,0,0.0,"4,193",222,20200403
MAY 21,"1,379",0,125,"1,504",125,0,0,0,0,0.0,"1,399",-11,20200403
JUN 21,"2,349",0,175,"2,524",175,0,0,0,0,0.0,"13,379",120,20200403
JUL 21,43,0,25,68,25,0,0,0,0,0.0,557,9,20200403
AUG 21,5,0,25,30,25,0,0,0,0,0.0,361,-25,20200403
SEP 21,42,0,25,67,25,0,0,0,0,0.0,855,9,20200403
OCT 21,21,0,0,21,0,0,0,0,0,0.0,319,-13,20200403
NOV 21,17,0,0,17,0,0,0,0,0,0.0,338,6,20200403
DEC 21,196,0,0,196,0,0,0,0,0,0.0,"5,619",0,20200403
JAN 22,1,0,0,1,0,0,0,0,0,0.0,233,0,20200403
FEB 22,0,0,0,0,0,0,0,0,0,0.0,8,0,20200403
MAR 22,0,0,0,0,0,0,0,0,0,0.0,6,0,20200403
APR 22,0,0,0,0,0,0,0,0,0,0.0,11,0,20200403
MAY 22,0,0,0,0,0,0,0,0,0,0.0,33,0,20200403
JUN 22,0,0,0,0,0,0,0,0,0,0.0,253,0,20200403
JUL 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200403
AUG 22,0,0,0,0,0,0,0,0,0,0.0,2,0,20200403
SEP 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200403
OCT 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200403
NOV 22,0,0,0,0,0,0,0,0,0,0.0,1,0,20200403
DEC 22,0,0,0,0,0,0,0,0,0,0.0,2,0,20200403
JAN 23,0,0,0,0,0,0,0,0,0,0.0,5,0,20200403
APR 20,0,0,0,0,0,0,0,0,0,0.0,0,-2,20200406
MAY 20,"43,132",0,"2,277","45,409",415,"1,862",0,0,"7,596",0.0,"107,299","-2,632",20200406
JUN 20,"30,559",0,510,"31,069",285,225,0,0,"1,637",0.0,"61,984","1,398",20200406
JUL 20,"16,458",0,0,"16,458",0,0,0,0,980,0.0,"35,441",-313,20200406
